#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AE3681
#Date Time: 2020-09-16 10:54:11.866
#Sample rate: 40000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: 0 V Attenuation: 1 X
#Channel 2: Range: 500 mV/div Offset: 0 V Attenuation: 1 X
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Sine
#Frequency: 60 Hz
#Period: 16.6666667 ms
#Amplitude: 1 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 180 °
#Wavegen Channel 2: Running
#Mode: Simple
#Type: Sine
#Frequency: 60 Hz
#Period: 16.6666667 ms
#Amplitude: 1 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °

Time (s),Channel 1 (V),Channel 2 (V)
-0.05698657407407408,-0.972290406330925,0.04341468575126386
-0.05696157407407407,-0.9895623018113372,0.04776631753200571
-0.05693657407407407,-1.005505589947089,0.05178320840653315
-0.05691157407407407,-1.021448878082847,0.05646958109348396
-0.05688657407407408,-1.038720773563252,0.060821212874224
-0.05686157407407408,-1.053335454354364,0.06550758556117481
-0.05683657407407407,-1.070275197998615,0.07019395824812805
-0.05681157407407407,-1.085886334298205,0.07554981274749797
-0.05678657407407407,-1.10116531876164,0.08023618543444877
-0.05676157407407408,-1.117772910569722,0.08559203993382111
-0.05673657407407408,-1.132387591360833,0.08994367171456116
-0.05671157407407407,-1.148995183168922,0.09529952621393595
-0.05668657407407407,-1.163942015796189,0.1006553807133058
-0.05666157407407407,-1.178888848423463,0.1060112352126782
-0.05663657407407408,-1.194832136559221,0.1117018306182613
-0.05661157407407408,-1.208450361841848,0.1167229442114229
-0.05658657407407407,-1.224393649977614,0.1224135396170085
-0.05656157407407407,-1.23934048260488,0.1277693941163784
-0.05653657407407407,-1.253623011559831,0.1331252486157507
-0.05651157407407408,-1.269234147859428,0.1388158440213338
-0.05648657407407408,-1.282520221305893,0.1435022167082847
-0.05646157407407407,-1.297799205769335,0.1491928121138704
-0.05643657407407407,-1.311749582888117,0.1548834075194509
-0.05641157407407407,-1.325699960006906,0.160574002925034
-0.05638657407407408,-1.340646792634179,0.1662645983306172
-0.05636157407407408,-1.353268562408322,0.1712857119237787
-0.05633657407407407,-1.367883243199439,0.1773110482355749
-0.05631157407407407,-1.381169316645899,0.1823321618287342
-0.05628657407407407,-1.394455390092364,0.1880227572343173
-0.05626157407407407,-1.408737919047315,0.1937133526399004
-0.05623657407407408,-1.420695385149134,0.1990692071392728
-0.05621157407407407,-1.435310065940252,0.2044250616386476
-0.05618657407407407,-1.448263987550549,0.2097809161380175
-0.05616157407407407,-1.46055360548853,0.2151367706373898
-0.05613657407407407,-1.474171830771157,0.220827366042973
-0.05611157407407408,-1.486129296872976,0.2255137387299238
-0.05608657407407408,-1.499415370319436,0.2312043341355043
-0.05606157407407407,-1.51137283642126,0.2362254477286685
-0.05603657407407407,-1.523330302523079,0.2412465613218301
-0.05601157407407407,-1.536616375969545,0.2469371567274132
-0.05598657407407408,-1.547245234726717,0.251623529414364
-0.05596157407407408,-1.559867004500853,0.2569793839137339
-0.05593657407407407,-1.571492318766516,0.2616657566006871
-0.05591157407407407,-1.582785481196012,0.266352129287638
-0.05588657407407407,-1.595075099133993,0.2717079837870103
-0.05586157407407408,-1.605371806055003,0.2763943564739611
-0.05583657407407408,-1.616997120320655,0.2814154700671204
-0.05581157407407407,-1.627625979077833,0.2861018427540735
-0.05578657407407407,-1.638586989671167,0.2911229563472351
-0.05576157407407407,-1.649880152100663,0.2958093290341859
-0.05573657407407408,-1.65951255534935,0.2998262199087152
-0.05571157407407408,-1.67080571777884,0.3041778516894532
-0.05568657407407407,-1.681102424699856,0.3085294834701952
-0.05566157407407407,-1.691066979784705,0.313215856157146
-0.05563657407407407,-1.701363686705716,0.3175674879378861
-0.05561157407407408,-1.71033178628208,0.3215843788124153
-0.05558657407407408,-1.720628493203086,0.326270751499364
-0.05556157407407407,-1.729928744615617,0.3302876423738954
-0.05553657407407407,-1.739228996028143,0.3343045332484247
-0.05551157407407407,-1.74886139927683,0.3389909059353755
-0.05548657407407408,-1.757165195180871,0.3423383149974832
-0.05546157407407408,-1.766465446593393,0.3466899467782212
-0.05543657407407407,-1.775101394333599,0.3503720967465417
-0.05541157407407407,-1.784069493909963,0.3540542467148602
-0.05538657407407407,-1.793037593486328,0.3580711375893895
-0.05536157407407408,-1.800344933881884,0.3614185466514972
-0.05533657407407408,-1.808980881622082,0.3654354375260246
-0.05531157407407407,-1.816952525689965,0.3687828465881341
-0.05528657407407407,-1.824592017921683,0.3724649965564527
-0.05526157407407407,-1.832895813825724,0.3758124056185604
-0.05523657407407408,-1.839871002385118,0.3791598146806681
-0.05521157407407408,-1.847178342780671,0.3825072237427743
-0.05518657407407407,-1.85448568317623,0.3858546328048835
-0.05516157407407407,-1.861793023571786,0.3888673009607805
-0.05513657407407407,-1.868768212131181,0.3918799691166774
-0.05511157407407408,-1.874414793345929,0.3945578963663636
-0.05508657407407408,-1.882054285577643,0.3979053054284698
-0.05506157407407407,-1.887700866792394,0.4005832326781575
-0.05503657407407407,-1.893679599843303,0.4032611599278437
-0.05501157407407407,-1.900322636566536,0.4059390871775299
-0.05498657407407408,-1.905969217781284,0.4082822735210053
-0.05496157407407408,-1.911615798996029,0.4112949416769008
-0.05493657407407407,-1.916598076538456,0.4139728689265884
-0.05491157407407407,-1.922244657753204,0.415981314363853
