#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AE3681
#Date Time: 2020-09-21 11:17:14.914
#Sample rate: 1.5873e+06Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 1 V/div Offset: 0 V Attenuation: 1 X
#Channel 2: Range: 1 V/div Offset: 0 V Attenuation: 1 X
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Sine
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 1 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -5 V

Time (s),Channel 1 (V),Channel 2 (V)
-0.00182007,0.9004325430018716,0.8977287929293017
-0.00181944,0.9040829074339417,0.9014108852594893
-0.00181881,0.9040829074339434,0.9050929775896803
-0.00181818,0.9040829074339467,0.9087750699198696
-0.00181755,0.9113836362980872,0.9087750699198696
-0.00181692,0.9113836362980872,0.9087750699198696
-0.00181629,0.9077332718660169,0.9087750699198696
-0.00181566,0.9150340007301589,0.9087750699198696
-0.00181503,0.9186843651622308,0.9087750699198696
-0.0018144,0.9150340007301606,0.9161392545802447
-0.00181377,0.9150340007301589,0.9124571622500588
-0.00181314,0.9150340007301606,0.9198213469104374
-0.00181251,0.9186843651622308,0.9198213469104374
-0.00181188,0.9186843651622308,0.9235034392406266
-0.00181125,0.9186843651622342,0.9235034392406266
-0.00181062,0.9259850940263745,0.9235034392406266
-0.00180999,0.9296354584584464,0.9308676239010051
-0.00180936,0.9259850940263762,0.9271855315708175
-0.00180873,0.9332858228905182,0.9271855315708158
-0.0018081,0.9259850940263779,0.9271855315708175
-0.00180747,0.9332858228905182,0.9308676239010051
-0.00180684,0.940586551754662,0.9308676239010051
-0.00180621,0.9369361873225901,0.9345497162311944
-0.00180558,0.9369361873225901,0.9345497162311944
-0.00180495,0.9369361873225901,0.9382318085613837
-0.00180432,0.9369361873225901,0.9419139008915712
-0.00180369,0.9442369161867338,0.9455959932217621
-0.00180306,0.9442369161867371,0.9419139008915729
-0.00180243,0.9515376450508775,0.9419139008915729
-0.0018018,0.9478872806188057,0.9419139008915729
-0.00180117,0.947887280618804,0.9492780855519514
-0.00180054,0.9442369161867338,0.9492780855519514
-0.00179991,0.9551880094829494,0.9492780855519514
-0.00179928,0.9515376450508791,0.9455959932217638
-0.00179865,0.9515376450508775,0.9492780855519514
-0.00179802,0.9478872806188057,0.9492780855519514
-0.00179739,0.9478872806188057,0.9492780855519514
-0.00179676,0.9551880094829494,0.9529601778821407
-0.00179613,0.9515376450508791,0.9492780855519564
-0.0017955,0.9551880094829494,0.9603243625425192
-0.00179487,0.9515376450508775,0.9640064548727084
-0.00179424,0.962488738347088,0.9640064548727084
-0.00179361,0.962488738347093,0.9603243625425192
-0.00179298,0.9588383739150212,0.9603243625425192
-0.00179235,0.9588383739150212,0.9603243625425192
-0.00179172,0.962488738347093,0.9640064548727084
-0.00179109,0.9624887383470947,0.9676885472028961
-0.00179046,0.9661391027791649,0.9640064548727084
-0.00178983,0.9661391027791649,0.9640064548727084
-0.0017892,0.9697894672112352,0.9603243625425208
-0.00178857,0.9734398316433086,0.9603243625425192
-0.00178794,0.9734398316433086,0.9676885472028978
-0.00178731,0.9770901960753788,0.9676885472028978
-0.00178668,0.9734398316433086,0.9640064548727084
-0.00178605,0.9734398316433086,0.9676885472029011
-0.00178542,0.9734398316433086,0.9750527318632762
-0.00178479,0.9734398316433086,0.971370639533087
-0.00178416,0.9734398316433086,0.971370639533087
-0.00178353,0.9770901960753805,0.9750527318632762
-0.0017829,0.9843909249395242,0.971370639533087
-0.00178227,0.9770901960753838,0.9750527318632746
-0.00178164,0.9770901960753805,0.9750527318632762
-0.00178101,0.9770901960753788,0.9824169165236515
-0.00178038,0.9734398316433086,0.9750527318632762
-0.00177975,0.9770901960753805,0.9750527318632762
-0.00177912,0.9770901960753805,0.9750527318632762
-0.00177849,0.9770901960753805,0.9750527318632762
-0.00177786,0.9734398316433086,0.9787348241934655
-0.00177723,0.9843909249395192,0.9787348241934655
-0.0017766,0.9880412893715961,0.9787348241934655
-0.00177597,0.9880412893715944,0.9824169165236581
-0.00177534,0.9843909249395242,0.9897811011840333
-0.00177471,0.9843909249395242,0.9860990088538441
-0.00177408,0.9880412893715961,0.9860990088538441
-0.00177345,0.9880412893715961,0.9860990088538441
-0.00177282,0.9843909249395242,0.9860990088538441
-0.00177219,0.980740560507454,0.9897811011840316
-0.00177156,0.9807405605074523,0.9897811011840333
-0.00177093,0.9880412893715994,0.9860990088538441
-0.0017703,0.9953420182357398,0.9860990088538441
-0.00176967,0.9989923826678115,0.9897811011840333
-0.00176904,0.9916916538036679,0.9897811011840316
-0.00176841,0.9916916538036679,0.9860990088538441
-0.00176778,0.9916916538036679,0.9860990088538441
-0.00176715,0.9880412893715977,0.9897811011840316
-0.00176652,0.9880412893715961,0.9897811011840333
-0.00176589,0.9880412893715961,0.9860990088538441
-0.00176526,0.9880412893715961,0.9897811011840333
-0.00176463,0.9916916538036679,0.9897811011840333
-0.001764,0.9916916538036645,0.9934631935142209
-0.00176337,0.9843909249395242,0.9897811011840333
-0.00176274,0.9807405605074523,0.9897811011840333
-0.00176211,0.9880412893715927,0.9897811011840333
-0.00176148,0.9916916538036679,0.9934631935142225
-0.00176085,0.9916916538036679,0.9934631935142225
-0.00176022,0.9916916538036679,0.9934631935142225
