#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321AE3681
#Date Time: 2020-09-23 10:20:32.994
#Start: 1000 Hz
#Stop: 1e+06 Hz
#Steps: 151
#Wavegen: Wavegen1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.44198 V
#Offset: -0.00025017 V
#Relative: no
#Channel: Channel 2
#Range: 5.4844 V
#Offset: 0.000101632 V
#Relative: yes
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -5 V

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
21877.61623949554,0.04960199369903237,-0.04539937020545071,-6.077393196955285
22908.67652767775,0.05099981544828689,-0.05588234123592432,-6.53482460544663
23988.32919019491,0.05060544492237665,-0.06583403481105291,-7.068521308951645
25118.86431509582,0.0403828890830196,-0.08154690710640866,-7.671184690687046
26302.67991895385,0.05381219886053815,-0.1051271187507657,-8.406505437333109
27542.28703338168,0.05423706234905772,-0.1383136008267755,-9.278411651608906
28840.31503126609,0.04398724741578899,-0.1867080542217582,-10.32425639794897
30199.51720402019,0.05510070079696339,-0.2566687794179504,-11.5885769316198
31622.77660168381,0.05873756131871544,-0.3551522435529866,-13.08163578774801
33113.11214825913,0.05831943084871238,-0.4821642606938003,-14.84345660611158
34673.68504525317,0.05990972993426007,-0.6448595325775972,-16.8429537252108
