#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321AE3681
#Date Time: 2020-09-21 11:30:53.359
#Start: 0.82003 Hz
#Stop: 1e+06 Hz
#Steps: 151
#Wavegen: Wavegen1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.44198 V
#Offset: -0.00025017 V
#Relative: no
#Channel: Channel 2
#Range: 5.4844 V
#Offset: 0.000101632 V
#Relative: yes
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -5 V

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
0.8200300000000011,0.004721429150842377,-5.823199584444802,-0.01037615555559768
0.9003351573298118,0.004438779088914155,-5.823129052287315,-0.01512318308023453
0.9885045614478667,0.004740239645336821,-5.822864756779207,-0.01122085451125088
1.085308354392401,0.004678137481165492,-5.822746516753345,-0.01499081076568132
1.191592097854028,0.004859908673146439,-5.82264072300354,-0.01599750092070451
1.308284158987311,0.004689171607194701,-5.82250968609964,-0.01767575874016103
1.436403819511408,0.00484224611206492,-5.82289075828082,-0.02029970845268281
1.577070178931187,0.004808913589143958,-5.823058227420123,-0.02041224606877368
1.731511929646675,0.004881928504512061,-5.823090452663543,-0.02345771725848067
1.901078089334394,0.004759104047470299,-5.822914947401675,-0.02413375498968762
2.087249784345858,0.004862350176253638,-5.82274637599394,-0.02588824062208062
2.291653187048817,0.004794443728341956,-5.823313059568727,-0.03019865541719469
2.516073720116282,0.004611209849050749,-5.822977107314595,-0.03196793699511602
2.762471651835048,0.004837105407693519,-5.823256874408342,-0.03648880610194283
3.032999218655475,0.004803307007960011,-5.823423419428629,-0.04007170184775077
3.330019424544668,0.004541570811677347,-5.822963859201563,-0.04362203517584362
3.656126681351596,0.004753398751161591,-5.822921053955065,-0.04802532166092988
4.01416947047352,0.004477575869401836,-5.823037413126348,-0.05315645661934809
4.407275223769007,0.004638888431333852,-5.822979933901946,-0.05674070013483856
4.83887764104709,0.0046183086689564,-5.823028897966976,-0.06365785868242568
5.312746682745541,0.00462020459766525,-5.822925267673745,-0.06812032922324107
5.833021499778223,0.004562059631909727,-5.823093522679269,-0.07570005474302377
6.40424658818701,0.004767192580136649,-5.823338577936895,-0.08260786880654791
7.031411484402086,0.004453254815589852,-5.8231746552957,-0.09115092319385099
7.719994347840675,0.004285954873643894,-5.823068765162378,-0.09762539908095391
8.476009811529297,0.004411941066324119,-5.822863336314983,-0.1079877879863602
9.30606151871547,0.004619884494162931,-5.823109116974652,-0.1211378698378667
10.21739980436517,0.004396932314132162,-5.823360378988264,-0.1301712616937039
11.21798502538284,0.004676717309017055,-5.823401438308617,-0.14497597996575
12.31655709273017,0.00446902049974981,-5.823326494409921,-0.157964782715311
13.52271181279318,0.004867740829757183,-5.824096230588558,-0.1732506949578685
14.84698470482401,0.004725090580183961,-5.823688679126182,-0.1898043242144638
16.30094302658564,0.004462781755832759,-5.823506186595456,-0.2091411949222106
17.89728681202545,0.00468377154887122,-5.823748570107269,-0.2307126261385779
19.64995980352142,0.004804290168633154,-5.823723960364168,-0.2503773606195239
21.57427124767132,0.004444599114668576,-5.823658464712429,-0.2747428121077071
23.68702961848728,0.004708843941949714,-5.823285678315717,-0.3041451384156204
26.00668943604092,0.004544853162081652,-5.823658864238449,-0.3331444830322852
28.55351246298967,0.004620590122548049,-5.823676800699124,-0.365900552434379
31.3497446870047,0.004351912030120815,-5.82386802328927,-0.4004132574156927
34.41981063500568,0.004562591142039392,-5.823582014670311,-0.4400101578141857
37.79052671649833,0.004571288333797332,-5.8237866251404,-0.4832650709814175
41.4913354595258,0.004638095889805959,-5.823892366265191,-0.5316418053336633
45.55456268523838,0.00444213950431069,-5.824152059947332,-0.5804414260905446
50.01569986744975,0.004465301268056064,-5.832653014380446,-0.8799189411959603
54.91371414353249,0.004475699321802367,-5.844832674635071,0.8608468509756193
60.29138868453773,0.004274755312703309,-5.55195117047178,-0.8061960478208903
66.19569639760259,0.004177821328945812,-5.664620978810707,0.2762824423791344
72.67821022485994,0.00412214175119418,-5.831719941291645,-1.417621963570369
79.79555362273111,0.004472565523115533,-5.821938184060361,-1.032481660485303
87.60989515644647,0.004247346840716346,-5.825770901601319,-1.116259207553441
96.18949152997769,0.004688784661687589,-5.827240420143237,-1.233578227551126
105.6092837946378,0.004533450537347425,-5.805006296330916,-1.178064999014623
115.9515519441163,0.004076256815460433,-5.855817019471543,-1.807861237561283
127.306633613699,0.004261506216689409,-5.879648433206529,-1.490315855077846
139.77371316137,0.004360326281327998,-5.859304222501037,-1.792781999706477
153.4616880232597,0.004451944531352794,-5.831152756267967,-1.927881059049454
168.4901199108811,0.004324045266765226,-5.84013865793283,-2.234053603769979
184.9902791586671,0.004423462861827413,-5.819405994759565,-2.280057173473175
203.1062913439798,0.00435587428150687,-5.843947524539546,-2.652544945263386
222.9963961950861,0.004379212010411697,-5.839621297418976,-2.803316441069029
244.8343297834026,0.003892195033831738,-5.836999545170594,-3.138759576986899
268.81084207319,0.004014298021350331,-5.851487686556053,-3.435959138996367
295.1353630841846,0.004287971059296933,-5.843700757551598,-3.690457594947492
324.0378322207607,0.004243919774669735,-5.849138476051977,-4.168608124679089
355.7707067464472,0.004327721515579462,-5.866068154457812,-4.447200590212049
390.6111669474285,0.004390134144237069,-5.875230295688819,-4.990990114838432
428.8635372466787,0.004049194732635648,-5.885174800928401,-5.415526307401251
