#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321AE36B6
#Date Time: 2020-09-20 21:06:41.813
#Start: 15420 Hz
#Stop: 17420 Hz
#Steps: 151
#Wavegen: Wavegen1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.42919 V
#Offset: -0.00029355 V
#Relative: no
#Channel: Channel 2
#Range: 5.49309 V
#Offset: 0.000174127 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
15780,0.02049119129042421,-17.72346469037743,62.38742874909614
15793.33333333333,0.01922664909123725,-17.55704340178403,61.72276853957169
15806.66666666667,0.01943962152307026,-17.38630807901432,61.1071714202256
15820,0.01977752958189971,-17.21417329355299,60.43845277894341
15833.33333333333,0.02112007442036776,-17.04420238282957,59.77053728589578
15846.66666666667,0.01987433076066084,-16.86701563205656,59.01594903265257
15860,0.02011462325403814,-16.69325784943021,58.25815888028679
15873.33333333333,0.01924026514943899,-16.5081670229056,57.4619019462957
15886.66666666667,0.02036847168527338,-16.33122272799285,56.65870923804469
15900,0.01950791957228973,-16.143065425833,55.79378854293368
15913.33333333333,0.01919335076910574,-15.9527013145458,54.85190071809657
15926.66666666667,0.0196627977462734,-15.77342980074763,53.93708004394868
15940,0.01857620193011563,-15.58042196038372,52.9810604510469
15953.33333333333,0.01970971209319247,-15.39214708016571,51.96480566072569
15966.66666666667,0.01821930696357456,-15.19849382754557,50.87658032395963
15980,0.01985937650580402,-15.00627999076454,49.7709780077101
15993.33333333333,0.02009554469919306,-14.81431426748824,48.60374115640502
16006.66666666667,0.02040890242224407,-14.61823300546077,47.37635322060638
16020,0.02028334928566099,-14.42546405124117,46.11173238312423
16033.33333333333,0.01957321560368546,-14.22687309180112,44.76360340922966
16046.66666666667,0.01979841966763343,-14.0402820215848,43.38388125192755
16060,0.01931288068252333,-13.84832647109511,41.92739631926782
16073.33333333333,0.02053158455719851,-13.65667277009337,40.40232601171839
16086.66666666667,0.02015210948948911,-13.46779157262834,38.83461274774084
16100,0.02038658578477782,-13.28430017090683,37.16242772732551
16113.33333333333,0.02035455089401256,-13.10058229965315,35.42553874644915
16126.66666666667,0.02026882365079657,-12.92516603591076,33.63105797259976
16140,0.01996655694066692,-12.75332492973186,31.76046466501054
16153.33333333333,0.02044210673559284,-12.58844636376115,29.81019850543088
16166.66666666667,0.02110240029607092,-12.4336829701171,27.79721406543271
16180,0.02015711227430486,-12.28475780765718,25.68980126582753
16193.33333333333,0.02046121422476474,-12.14414344705041,23.53291650363524
16206.66666666667,0.01995491344803176,-12.01862739244941,21.34335194577655
16220,0.02077182963282702,-11.90356351676234,19.04408743027749
16233.33333333333,0.02056471029283521,-11.80015119470043,16.71519377280761
16246.66666666667,0.01928637721494171,-11.70964301852422,14.3258983231236
16260,0.01875342995557913,-11.63541064158651,11.90569019744192
16273.33333333333,0.019690658228916,-11.57383335965611,9.460116187471527
16286.66666666667,0.01997363643293438,-11.53001843890989,6.971605491078304
16300,0.01954582625219861,-11.49814737508739,4.503077516178919
16313.33333333333,0.01906337145548576,-11.48960554151699,2.006515257252133
16326.66666666667,0.01980974895357541,-11.49581495728231,-0.4872446424420218
16340,0.01971811599506516,-11.5146691804329,-2.948334012359766
16353.33333333333,0.0201578980995316,-11.5488859990049,-5.387050190906479
16366.66666666667,0.01930824694977739,-11.59739167972346,-7.78549558620702
16380,0.02046303666533608,-11.66449730781441,-10.12289214581543
16393.33333333334,0.020144515474305,-11.74012848079687,-12.45957737953326
16406.66666666667,0.02118335764065086,-11.83126643614643,-14.71739443532616
16420,0.02041513707321004,-11.93425655188539,-16.92939141230961
16433.33333333334,0.02057778646691831,-12.04457199890198,-19.08942729934292
16446.66666666667,0.02098916433056,-12.16778883142037,-21.18104446907378
16460,0.02057565768766091,-12.29880788979021,-23.18385701925165
16473.33333333334,0.02070272193504736,-12.44031359700978,-25.13957897463311
16486.66666666667,0.02077632636743816,-12.58657793401961,-27.04578261851276
16500,0.01958111773823451,-12.74016920415391,-28.86748801245709
16513.33333333334,0.02056843165787612,-12.89647707563961,-30.59285306335862
16526.66666666667,0.02061084451603801,-13.05588649648089,-32.29273759321158
16540,0.02059742617551428,-13.22593099590767,-33.90825929824052
16553.33333333334,0.02016290566419951,-13.39665347148886,-35.4604763304696
16566.66666666667,0.02019670668007742,-13.56917322198524,-36.94858550107965
16580,0.01922982264660244,-13.74146568828601,-38.38605878226934
16593.33333333334,0.01980997752446254,-13.92003491887394,-39.74051262085236
16606.66666666667,0.01961262493420644,-14.09747925676874,-41.10644122915568
16620,0.01798359204329992,-14.27697925862944,-42.35780390452543
16633.33333333334,0.01847266168771119,-14.45146938925083,-43.5890168025478
16646.66666666667,0.01752919939146693,-14.63533854299034,-44.75858947427035
