  .618982	1.062036E+0
  .619002	1.147154E+0
  .619022	1.147154E+0
  .619042	1.147154E+0
  .619062	1.147154E+0
  .619082	1.232272E+0
  .619102	1.317389E+0
  .619122	1.317389E+0
  .619142	1.317389E+0
  .619162	1.317389E+0
  .619182	1.402507E+0
  .619202	1.402507E+0
  .619222	1.402507E+0
  .619242	1.487624E+0
  .619262	1.487624E+0
  .619282	1.487624E+0
  .619302	1.572742E+0
  .619322	1.657860E+0
  .619342	1.657860E+0
  .619362	1.657860E+0
  .619382	1.657860E+0
  .619402	1.742977E+0
  .619422	1.742977E+0
  .619442	1.742977E+0
  .619462	1.742977E+0
  .619482	1.828095E+0
  .619502	1.828095E+0
  .619522	1.828095E+0
  .619542	1.828095E+0
  .619562	1.828095E+0
  .619582	1.913212E+0
  .619602	1.913212E+0
  .619622	1.998330E+0
  .619642	1.998330E+0
  .619662	1.998330E+0
  .619682	1.998330E+0
  .619702	1.998330E+0
  .619722	2.168565E+0
  .619742	2.083448E+0
  .619762	2.168565E+0
  .619782	2.168565E+0
  .619802	2.253683E+0
  .619822	2.253683E+0
  .619842	2.338800E+0
  .619862	2.338800E+0
  .619882	2.423918E+0
  .619902	2.423918E+0
  .619922	2.423918E+0
  .619942	2.509035E+0
  .619962	2.509035E+0
  .619982	2.509035E+0
  .620002	2.509035E+0
  .620022	2.594153E+0
  .620042	2.594153E+0
  .620062	2.594153E+0
  .620082	2.679271E+0
  .620102	2.679271E+0
  .620122	2.679271E+0
  .620142	2.679271E+0
  .620162	2.764388E+0
  .620182	2.764388E+0
  .620202	2.764388E+0
  .620222	2.849506E+0
  .620242	2.849506E+0
  .620262	2.849506E+0
  .620282	2.849506E+0
  .620302	2.849506E+0
  .620322	2.849506E+0
  .620342	2.934623E+0
  .620362	3.019741E+0
  .620382	3.019741E+0
  .620402	3.104859E+0
  .620422	3.019741E+0
  .620442	3.104859E+0
  .620462	3.104859E+0
  .620482	3.104859E+0
  .620502	3.189976E+0
  .620522	3.189976E+0
  .620542	3.275094E+0
  .620562	3.189976E+0
  .620582	3.275094E+0
  .620602	3.275094E+0
  .620622	3.275094E+0
  .620642	3.360211E+0
  .620662	3.360211E+0
  .620682	3.360211E+0
  .620702	3.360211E+0
  .620722	3.360211E+0
  .620742	3.360211E+0
  .620762	3.445329E+0
  .620782	3.445329E+0
  .620802	3.445329E+0
  .620822	3.360211E+0
  .620842	3.445329E+0
  .620862	3.445329E+0
  .620882	3.445329E+0
  .620902	3.445329E+0
  .620922	3.530446E+0
  .620942	3.445329E+0
  .620962	3.445329E+0
  .620982	3.530446E+0
  .621002	3.530446E+0
  .621022	3.530446E+0
  .621042	3.530446E+0
  .621062	3.530446E+0
  .621082	3.530446E+0
  .621102	3.615564E+0
  .621122	3.615564E+0
